,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Class
411,City Centre,4130000.0,4+1,5.0,2.0,Condominium (Corner),3713.0,Partly Furnished,Built-up
415,KLCC,1780000.0,3,3.0,2.0,Condominium,1232.0,Fully Furnished,Built-up
416,Bukit Jalil,900000.0,4+1,3.0,3.0,Condominium (Corner),1513.0,Partly Furnished,Built-up
418,Bangsar,6380000.0,3+1,5.0,3.0,Condominium (Corner),4025.0,Partly Furnished,Built-up
419,Bangsar,6900000.0,4+1,6.0,3.0,Condominium (Corner),4945.0,Partly Furnished,Built-up
420,Jalan Klang Lama (Old Klang Road),660000.0,3,2.0,2.0,Condominium (Corner),992.0,Partly Furnished,Land area
421,KLCC,3125000.0,1+1,2.0,2.0,Serviced Residence (Intermediate),1421.0,Partly Furnished,Built-up
422,KLCC,2480000.0,1,1.0,1.0,Serviced Residence (Intermediate),1023.0,Partly Furnished,Built-up
423,Damansara Heights,4000000.0,4+1,5.0,2.0,Semi-detached House (Intermediate),3700.0,Partly Furnished,Land area
424,KLCC,1050000.0,3+1,4.0,2.0,Serviced Residence (Corner),1313.0,Partly Furnished,Built-up
425,KLCC,1833000.0,1,1.0,1.0,Serviced Residence,925.0,Fully Furnished,Built-up
427,KLCC,2999000.0,3+1,3.0,3.0,Serviced Residence (EndLot),2066.0,Fully Furnished,Built-up
428,Bukit Jalil,638000.0,1+1,1.0,1.0,Serviced Residence (Intermediate),721.0,Partly Furnished,Built-up
429,Bangsar,6842500.0,3+1,5.0,4.0,Condominium,4025.0,Partly Furnished,Built-up
430,Bangsar,8476050.0,4+1,5.0,4.0,Condominium,5137.0,Partly Furnished,Built-up
432,Mont Kiara,1415000.0,3+1,4.0,2.0,Condominium,1496.0,Partly Furnished,Built-up
435,KLCC,1380000.0,3+1,4.0,2.0,Serviced Residence (Corner),1701.0,Fully Furnished,Built-up
437,Bangsar,8280000.0,4+1,6.0,4.0,Condominium (Corner),5137.0,Partly Furnished,Built-up
438,Taman Desa,3690000.0,4+1,5.0,6.0,Semi-detached House,3658.0,Unfurnished,Land area
439,Sri Petaling,950000.0,4+1,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,Partly Furnished,Land area
440,Bukit Jalil,4000000.0,6+1,7.0,4.0,Bungalow (Intermediate),5337.0,Partly Furnished,Land area
441,Bangsar,9960000.0,6,7.0,6.0,Condominium,6913.0,Partly Furnished,Built-up
442,Bangsar,6660000.0,4,5.0,3.0,Condominium (Corner),4771.0,Partly Furnished,Built-up
443,Bangsar,6300000.0,3+1,5.0,3.0,Condominium,4025.0,Partly Furnished,Built-up
444,Taman Desa,628000.0,3,2.0,1.0,Condominium (Intermediate),1150.0,Partly Furnished,Built-up
445,Taman Desa,628000.0,3,2.0,1.0,Condominium (Intermediate),1150.0,Partly Furnished,Built-up
446,Mont Kiara,1590000.0,3+1,4.0,2.0,Condominium,1878.0,Partly Furnished,Built-up
447,KLCC,3330000.0,2+1,3.0,1.0,Serviced Residence (Corner),2789.0,Fully Furnished,Built-up
448,Setapak,428000.0,3+1,2.0,2.0,Serviced Residence,918.0,Partly Furnished,Built-up
454,Bangsar,7500000.0,3+1,5.0,4.0,Condominium,4025.0,Partly Furnished,Built-up
455,KLCC,1450000.0,2,2.0,1.0,Condominium,867.0,Fully Furnished,Built-up
457,KLCC,1000000.0,1,1.0,1.0,Condominium,751.0,Partly Furnished,Built-up
460,Mont Kiara,2600000.0,4+1,5.0,3.0,Condominium (Corner),3478.0,Partly Furnished,Built-up
462,Taman Tun Dr Ismail,2750000.0,3+1,4.0,2.0,Serviced Residence,2426.0,Partly Furnished,Built-up
463,Seputeh,5500000.0,5+1,6.0,4.0,Bungalow (Intermediate),5446.0,Fully Furnished,Land area
464,Setapak,428000.0,3+1,2.0,2.0,Serviced Residence,918.0,Unfurnished,Built-up
465,Bukit Tunku (Kenny Hills),14800000.0,7+1,9.0,6.0,Bungalow (Corner),12000.0,Partly Furnished,Land area
466,KLCC,28000000.0,14,16.0,10.0,Bungalow,26000.0,Partly Furnished,Land area
468,Sentul,770000.0,3,3.0,2.0,Condominium,1186.0,Partly Furnished,Built-up
470,Damansara Heights,3600000.0,7,7.0,5.0,Bungalow,5000.0,Unfurnished,Land area
473,KLCC,1200000.0,2,2.0,1.0,Condominium (Intermediate),976.0,Partly Furnished,Built-up
475,Segambut,720000.0,3+1,3.0,2.0,Condominium (Corner),1577.0,Fully Furnished,Built-up
476,Bukit Jalil,1150000.0,5+1,3.0,4.0,Condominium (Corner),1772.0,Partly Furnished,Built-up
477,Bukit Jalil,928000.0,4,3.0,2.0,Condominium (Corner),1513.0,Partly Furnished,Built-up
479,KLCC,1350000.0,1+1,2.0,1.0,Serviced Residence,900.0,Fully Furnished,Built-up
480,Jalan Klang Lama (Old Klang Road),360000.0,3,2.0,1.0,Condominium (Intermediate),1088.0,Partly Furnished,Built-up
481,KLCC,1000000.0,1,1.0,1.0,Condominium (EndLot),751.0,Partly Furnished,Built-up
484,Mont Kiara,1865000.0,3+1,5.0,3.0,Condominium (Corner),2535.0,Partly Furnished,Built-up
485,KLCC,1308000.0,1+1,1.0,1.0,Condominium (Corner),753.0,Fully Furnished,Built-up
486,KLCC,1760000.0,2+1,2.0,2.0,Condominium (Corner),1159.0,Fully Furnished,Built-up
487,Sungai Besi,568000.0,2,2.0,2.0,Condominium (Corner),904.0,Partly Furnished,Built-up
488,KLCC,1020000.0,3,2.0,1.0,Serviced Residence (Corner),813.0,Fully Furnished,Built-up
489,KLCC,2400000.0,2,2.0,1.0,Serviced Residence (Corner),1103.0,Fully Furnished,Built-up
490,KLCC,1099000.0,2+1,2.0,1.0,Serviced Residence,833.0,Fully Furnished,Built-up
492,KLCC,1550000.0,2,2.0,2.0,Serviced Residence (Corner),910.0,Fully Furnished,Land area
493,Mont Kiara,1420000.0,4,4.0,2.0,Condominium,1496.0,Fully Furnished,Built-up
497,Mont Kiara,2550000.0,4+1,5.0,2.0,Condominium,2973.0,Partly Furnished,Built-up
499,Bukit Jalil,980000.0,4+1,3.0,2.0,Condominium (Corner),1513.0,Fully Furnished,Built-up
500,Damansara Heights,2650000.0,3+1,5.0,3.0,Serviced Residence,2077.0,Partly Furnished,Built-up
502,KLCC,3364000.0,2+1,2.0,2.0,Serviced Residence (Intermediate),1399.0,Fully Furnished,Built-up
503,KLCC,1420000.0,2+1,2.0,1.0,Condominium (Corner),976.0,Partly Furnished,Built-up
504,KLCC,2889000.0,1,2.0,1.0,Serviced Residence (Intermediate),1163.0,Fully Furnished,Built-up
507,City Centre,1080000.0,2,2.0,1.0,Condominium (Intermediate),1411.0,Partly Furnished,Built-up
508,City Centre,916000.0,1,1.0,1.0,Condominium,1119.0,Fully Furnished,Built-up
510,Mont Kiara,2500000.0,5+1,4.0,4.0,Semi-detached House,3833.0,Partly Furnished,Built-up
512,Sungai Besi,2200000.0,4+1,5.0,5.0,Semi-detached House (Intermediate),3282.0,Partly Furnished,Land area
513,Ampang,3600000.0,4+1,4.0,6.0,Bungalow (Intermediate),9670.0,Unfurnished,Land area
514,Taman Tun Dr Ismail,5000000.0,7+1,5.0,3.0,Bungalow,6000.0,Fully Furnished,Land area
519,KL Sentral,2434900.0,3+1,4.0,1.0,Serviced Residence,1873.0,Unfurnished,Land area
520,Damansara Heights,1600000.0,1+1,2.0,1.0,Serviced Residence,1152.0,Partly Furnished,Built-up
521,Taman Melawati,2000000.0,6,6.0,3.0,Semi-detached House (Intermediate),3200.0,Partly Furnished,Land area
522,Cheras,535000.0,1,1.0,1.0,Serviced Residence (Intermediate),762.0,Partly Furnished,Built-up
527,KLCC,1200000.0,3,3.0,2.0,Serviced Residence,1335.0,Fully Furnished,Built-up
528,KL Sentral,2550000.0,3+1,5.0,2.0,Serviced Residence (Corner),1830.0,Partly Furnished,Built-up
530,Ampang,1480000.0,3+1,4.0,2.0,Condominium (Intermediate),1876.0,Fully Furnished,Built-up
531,Sungai Besi,1348000.0,5,6.0,4.0,3-sty Terrace/Link House (Intermediate),3216.0,Unfurnished,Built-up
532,Setapak,428000.0,3+1,2.0,2.0,Serviced Residence,918.0,Partly Furnished,Built-up
533,Mont Kiara,618000.0,1,1.0,1.0,Serviced Residence (Intermediate),462.0,Fully Furnished,Built-up
534,Mont Kiara,1590000.0,3+1,3.0,2.0,Condominium,2201.0,Partly Furnished,Built-up
537,Mont Kiara,1700000.0,3+1,4.0,2.0,Condominium,1496.0,Fully Furnished,Built-up
540,Mont Kiara,1950000.0,4+1,4.0,2.0,Condominium,1830.0,Partly Furnished,Built-up
541,KLCC,2300000.0,1,1.0,2.0,Serviced Residence (Corner),1023.0,Partly Furnished,Built-up
542,KLCC,1250000.0,2+1,3.0,2.0,Serviced Residence (Corner),1335.0,Fully Furnished,Built-up
543,KLCC,3166000.0,2,2.0,1.0,Serviced Residence (Intermediate),1423.0,Fully Furnished,Built-up
544,Jalan Klang Lama (Old Klang Road),370000.0,3,2.0,2.0,Serviced Residence (Intermediate),950.0,Partly Furnished,Built-up
546,KLCC,1000000.0,1,1.0,1.0,Condominium (EndLot),751.0,Fully Furnished,Built-up
548,Bangsar,6600000.0,3+1,5.0,3.0,Condominium (Corner),4025.0,Unknown,Built-up
549,Bangsar,7400000.0,4+1,5.0,5.0,Condominium,5137.0,Partly Furnished,Built-up
551,Damansara Heights,12800000.0,6+1,9.0,10.0,Bungalow (Intermediate),8000.0,Fully Furnished,Land area
552,Damansara Heights,4500000.0,5+1,7.0,3.0,Bungalow,2970.0,Partly Furnished,Land area
553,Bangsar,6800000.0,5+2,6.0,6.0,Bungalow,7416.0,Partly Furnished,Land area
554,KL Eco City,1288972.0,2,2.0,1.0,Condominium,1076.0,Fully Furnished,Built-up
555,KL Sentral,3700000.0,3,3.0,1.0,Serviced Residence,1738.0,Partly Furnished,Built-up
557,Cheras,410000.0,2,2.0,2.0,Condominium (Corner),885.0,Partly Furnished,Built-up
559,KLCC,3360000.0,1+1,2.0,2.0,Serviced Residence,1421.0,Partly Furnished,Built-up
560,Damansara Heights,1770000.0,1+1,2.0,1.0,Serviced Residence,1152.0,Fully Furnished,Built-up
562,Mont Kiara,1860000.0,3+1,4.0,2.0,Condominium (Corner),2070.0,Partly Furnished,Built-up
563,KLCC,1450000.0,2,2.0,1.0,Serviced Residence (Corner),1050.0,Fully Furnished,Built-up
564,Bukit Jalil,1060000.0,4+1,4.0,4.0,Condominium (Corner),1772.0,Partly Furnished,Built-up
565,Bukit Jalil,900000.0,4+1,3.0,2.0,Condominium (Corner),1513.0,Partly Furnished,Built-up
566,Jalan Klang Lama (Old Klang Road),1080000.0,3+1,4.0,2.0,Condominium (Intermediate),1875.0,Partly Furnished,Built-up
567,Pantai,570000.0,3,2.0,1.0,Condominium (Corner),1200.0,Partly Furnished,Land area
569,Mont Kiara,1880000.0,3+1,3.0,2.0,Condominium,2243.0,Partly Furnished,Built-up
570,Mont Kiara,1685000.0,3+1,3.0,2.0,Condominium,2038.0,Partly Furnished,Built-up
571,Bukit Jalil,550000.0,3,2.0,2.0,Condominium (Intermediate),1073.0,Partly Furnished,Built-up
572,KLCC,1000000.0,1,1.0,1.0,Condominium,751.0,Partly Furnished,Built-up
576,KLCC,2500000.0,1,2.0,1.0,Serviced Residence,1023.0,Partly Furnished,Built-up
580,Bukit Bintang,2044800.0,2,2.0,1.0,Serviced Residence,912.0,Fully Furnished,Built-up
581,Bukit Jalil,1250000.0,3+1,4.0,2.0,Condominium,1700.0,Fully Furnished,Built-up
582,KLCC,4950000.0,4,4.0,2.0,Serviced Residence (Penthouse),3300.0,Fully Furnished,Built-up
583,Mont Kiara,2340000.0,4+1,5.0,3.0,Condominium,0.0,Partly Furnished,Land area
584,Mont Kiara,1698000.0,3+1,4.0,2.0,Condominium,0.0,Partly Furnished,Land area
585,Mont Kiara,1420000.0,3+1,4.0,2.0,Condominium,1496.0,Partly Furnished,Built-up
587,Jalan Klang Lama (Old Klang Road),928000.0,2+2,2.0,2.0,Condominium (EndLot),1523.0,Unfurnished,Built-up
588,Bukit Jalil,565000.0,3,2.0,2.0,Condominium,1100.0,Partly Furnished,Built-up
589,Jalan Klang Lama (Old Klang Road),1550000.0,3+1,4.0,4.0,Condominium (Corner),2638.0,Partly Furnished,Built-up
591,Damansara Heights,3200000.0,4+1,5.0,4.0,Semi-detached House (EndLot),3670.0,Partly Furnished,Land area
592,Jalan Klang Lama (Old Klang Road),670000.0,3,2.0,2.0,Serviced Residence,907.0,Fully Furnished,Built-up
593,KLCC,1000000.0,1,1.0,1.0,Condominium,657.0,Partly Furnished,Built-up
594,City Centre,5999000.0,3+1,4.0,3.0,Condominium (Duplex),3289.0,Fully Furnished,Built-up
596,Mont Kiara,2230000.0,4+1,5.0,3.0,Condominium,2973.0,Partly Furnished,Built-up
597,City Centre,830000.0,2,2.0,1.0,Condominium (Intermediate),1072.0,Fully Furnished,Built-up
598,City Centre,1100000.0,3+1,4.0,2.0,Condominium (Intermediate),2111.0,Partly Furnished,Built-up
599,Damansara Heights,8300000.0,5+1,6.0,4.0,Bungalow (Intermediate),6103.0,Partly Furnished,Land area
600,Sri Hartamas,3450000.0,4+1,5.0,3.0,Bungalow (Intermediate),5200.0,Partly Furnished,Land area
602,KLCC,2300000.0,1,2.0,1.0,Serviced Residence,1023.0,Partly Furnished,Built-up
603,KLCC,3600000.0,3+1,5.0,2.0,Serviced Residence (Corner),3897.0,Partly Furnished,Built-up
604,Mont Kiara,2300000.0,4+1,4.0,2.0,Condominium,2702.0,Unknown,Built-up
605,KLCC,1000000.0,1,1.0,1.0,Condominium (EndLot),751.0,Partly Furnished,Built-up
606,KLCC,4756000.0,2,2.0,2.0,Condominium (Corner),1399.0,Partly Furnished,Built-up
608,Mont Kiara,1780000.0,3,3.0,2.0,Serviced Residence (Corner),1523.0,Partly Furnished,Built-up
609,KLCC,1350000.0,1+1,2.0,1.0,Serviced Residence,900.0,Fully Furnished,Built-up
611,Sentul,375000.0,2,2.0,1.0,Serviced Residence,743.0,Unfurnished,Built-up
612,Bangsar South,380000.0,1+1,1.0,1.0,Apartment,452.0,Partly Furnished,Built-up
613,KLCC,970000.0,1,1.0,1.0,Serviced Residence (Intermediate),603.0,Fully Furnished,Built-up
614,Bukit Jalil,900000.0,4,3.0,2.0,Condominium (Corner),1513.0,Partly Furnished,Built-up
615,Bukit Jalil,1060000.0,4+1,4.0,4.0,Condominium (Corner),1772.0,Partly Furnished,Built-up
616,KLCC,4250000.0,4+1,6.0,2.0,Serviced Residence,3300.0,Fully Furnished,Built-up
618,Desa ParkCity,2300000.0,4+1,5.0,3.0,Condominium (Corner),2454.0,Partly Furnished,Built-up
620,Setapak,520000.0,4,2.0,2.0,Condominium (Corner),1450.0,Partly Furnished,Built-up
622,KL City,1420000.0,3+1,3.0,2.0,Serviced Residence (Corner),1582.0,Fully Furnished,Built-up
623,KL Sentral,1065140.0,3,3.0,2.0,Serviced Residence (Corner),1025.0,Partly Furnished,Built-up
625,KLCC,1299000.0,2,2.0,1.0,Serviced Residence (Corner),900.0,Fully Furnished,Built-up
626,Bangsar,7600000.0,4+1,5.0,3.0,Condominium (Corner),4771.0,Unfurnished,Built-up
627,KLCC,1238000.0,2,2.0,1.0,Condominium,736.0,Partly Furnished,Built-up
628,Mont Kiara,2390000.0,4+1,4.0,3.0,Condominium,3043.0,Unfurnished,Built-up
629,Bukit Jalil,850000.0,3,2.0,2.0,Condominium,1335.0,Fully Furnished,Built-up
630,Mont Kiara,14500000.0,5+2,8.0,5.0,Bungalow,8600.0,Fully Furnished,Land area
631,KL Sentral,4718680.0,4+1,5.0,4.0,Serviced Residence (Penthouse),3143.0,Partly Furnished,Built-up
633,Bangsar,14800000.0,12,8.0,6.0,Bungalow (Intermediate),6507.0,Partly Furnished,Land area
634,Mont Kiara,9900000.0,6+1,8.0,2.0,Bungalow (Corner),8700.0,Partly Furnished,Land area
635,Bangsar,5000000.0,6,6.0,4.0,Semi-detached House,4800.0,Partly Furnished,Land area
636,Mont Kiara,1850000.0,3+1,3.0,2.0,Condominium,2020.0,Fully Furnished,Built-up
637,KLCC,3360000.0,2,2.0,2.0,Serviced Residence (Intermediate),1572.0,Partly Furnished,Built-up
638,KLCC,1000000.0,2+1,2.0,1.0,Serviced Residence,811.0,Fully Furnished,Built-up
640,Taman Desa,3700000.0,4+1,5.0,6.0,Semi-detached House (Intermediate),3040.0,Partly Furnished,Land area
641,Taman Desa,4200000.0,4+1,5.0,4.0,Bungalow (Intermediate),1615.0,Unfurnished,Land area
642,Bangsar,18000000.0,6,7.0,6.0,Bungalow (Intermediate),15000.0,Partly Furnished,Land area
643,Taman Desa,2688888.0,5+1,5.0,9.0,Condominium,4069.0,Partly Furnished,Built-up
644,Bangsar,8200000.0,4+1,6.0,5.0,Condominium (Corner),4945.0,Partly Furnished,Built-up
645,Mont Kiara,6300000.0,4+1,5.0,6.0,Condominium,8000.0,Partly Furnished,Built-up
646,Taman Desa,5500000.0,5+1,7.0,6.0,Bungalow (Intermediate),7100.0,Unfurnished,Land area
647,Jalan Klang Lama (Old Klang Road),550000.0,1,2.0,1.0,Serviced Residence (Intermediate),775.0,Fully Furnished,Built-up
648,Taman Desa,3688000.0,4+1,5.0,5.0,4.5-sty Terrace/Link House (Intermediate),1367.0,Partly Furnished,Land area
650,KLCC,1000000.0,2+1,2.0,1.0,Serviced Residence (Intermediate),849.0,Fully Furnished,Built-up
651,City Centre,1730000.0,2+1,3.0,1.0,Serviced Residence (Corner),1442.0,Fully Furnished,Built-up
652,Bukit Tunku (Kenny Hills),5500000.0,5,6.0,5.0,Condominium (Penthouse),6900.0,Partly Furnished,Built-up
653,Bukit Jalil,900000.0,4+1,3.0,3.0,Condominium (Corner),1513.0,Partly Furnished,Built-up
654,Bukit Jalil,1060000.0,4+1,4.0,4.0,Condominium (Corner),1772.0,Partly Furnished,Built-up
655,Sungai Besi,630000.0,2+1,2.0,2.0,Serviced Residence,1025.0,Partly Furnished,Built-up
656,Bukit Jalil,900000.0,3,2.0,2.0,Serviced Residence,1170.0,Partly Furnished,Built-up
658,Sungai Besi,800000.0,3,3.0,2.0,Serviced Residence,1430.0,Partly Furnished,Built-up
659,Bangsar,9000000.0,5,6.0,4.0,Bungalow (Intermediate),8000.0,Partly Furnished,Land area
660,Damansara Heights,9600000.0,7+1,9.0,6.0,Bungalow (Corner),7600.0,Partly Furnished,Land area
662,Bukit Jalil,1750000.0,4+1,5.0,3.0,Condominium (Corner),2700.0,Partly Furnished,Built-up
664,Wangsa Maju,1613300.0,3+1,4.0,3.0,Condominium (Corner),2336.0,Partly Furnished,Built-up
666,KL Eco City,1200000.0,2,2.0,1.0,Condominium,969.0,Partly Furnished,Built-up
667,Mont Kiara,2285000.0,4+2,6.0,3.0,Condominium (Corner),2874.0,Partly Furnished,Built-up
670,Cheras,363000.0,3,2.0,1.0,Serviced Residence (Intermediate),950.0,Partly Furnished,Built-up
671,Jalan Klang Lama (Old Klang Road),1430000.0,3+1,4.0,3.0,Condominium (Corner),2638.0,Partly Furnished,Built-up
672,Segambut,1147000.0,5+1,5.0,5.0,Condominium,2500.0,Partly Furnished,Built-up
673,KLCC,1000000.0,1,1.0,1.0,Condominium,751.0,Partly Furnished,Built-up
674,Mont Kiara,645000.0,1,1.0,1.0,Serviced Residence,462.0,Fully Furnished,Land area
676,KLCC,1780000.0,1,1.0,1.0,Serviced Residence,728.0,Fully Furnished,Built-up
677,KLCC,1900000.0,2+1,2.0,1.0,Condominium,915.0,Partly Furnished,Built-up
680,KLCC,1000000.0,1,1.0,1.0,Condominium (EndLot),751.0,Partly Furnished,Built-up
681,KLCC,1450000.0,2,2.0,1.0,Serviced Residence (Intermediate),1050.0,Fully Furnished,Built-up
682,Damansara Heights,18000000.0,7,7.0,6.0,Bungalow,16000.0,Fully Furnished,Land area
684,Desa ParkCity,1150000.0,3,2.0,2.0,Condominium (Corner),1580.0,Partly Furnished,Built-up
685,KLCC,3354000.0,2,2.0,1.0,Serviced Residence (Intermediate),1006.0,Fully Furnished,Built-up
686,KLCC,1780000.0,1,1.0,1.0,Serviced Residence,728.0,Fully Furnished,Built-up
689,KLCC,3600000.0,3+1,5.0,2.0,Serviced Residence (Corner),3897.0,Partly Furnished,Built-up
690,Bukit Bintang,900000.0,3,3.0,1.0,Serviced Residence (Intermediate),1063.0,Fully Furnished,Built-up
691,Jalan Klang Lama (Old Klang Road),938000.0,2+1,3.0,2.0,Condominium (Intermediate),1523.0,Partly Furnished,Built-up
694,Mont Kiara,1800000.0,3+1,4.0,2.0,Condominium,2038.0,Partly Furnished,Built-up
697,Mont Kiara,1450000.0,3+1,4.0,2.0,Condominium,1496.0,Partly Furnished,Built-up
698,Mont Kiara,1200000.0,3,2.0,2.0,Condominium,1200.0,Partly Furnished,Built-up
699,Mont Kiara,1850000.0,3+1,4.0,2.0,Condominium,2038.0,Partly Furnished,Built-up
700,Bukit Jalil,980000.0,4+1,3.0,2.0,Condominium,1513.0,Partly Furnished,Built-up
701,KLCC,1377000.0,2,2.0,1.0,Condominium (Intermediate),871.0,Partly Furnished,Built-up
702,KLCC,1621000.0,3,2.0,2.0,Condominium (Intermediate),1031.0,Partly Furnished,Built-up
703,KLCC,1245000.0,1,1.0,2.0,Serviced Residence (Intermediate),925.0,Partly Furnished,Built-up
704,KLCC,3600000.0,3+1,5.0,2.0,Serviced Residence (Corner),3897.0,Partly Furnished,Built-up
705,KLCC,4958000.0,4,5.0,4.0,Serviced Residence (Penthouse),2615.0,Fully Furnished,Built-up
706,KLCC,1830000.0,3+1,4.0,2.0,Serviced Residence,1426.0,Fully Furnished,Built-up
707,KLCC,2688800.0,3+1,5.0,2.0,Condominium (Corner),2593.0,Fully Furnished,Built-up
709,KLCC,3291600.0,2+1,3.0,1.0,Serviced Residence (Corner),1688.0,Partly Furnished,Built-up
712,Mont Kiara,1100000.0,3,2.0,2.0,Condominium,1200.0,Partly Furnished,Built-up
713,KLCC,1198800.0,1,1.0,1.0,Serviced Residence,636.0,Fully Furnished,Built-up
714,KLCC,1250000.0,1,1.0,1.0,Serviced Residence (Corner),925.0,Fully Furnished,Built-up
715,KLCC,1830000.0,1+1,2.0,1.0,Serviced Residence,1076.0,Partly Furnished,Built-up
716,Mont Kiara,1840000.0,3+1,4.0,3.0,Condominium (Corner),2694.0,Partly Furnished,Built-up
718,OUG,2398000.0,5,3.0,8.0,Semi-detached House,5000.0,Fully Furnished,Land area
719,Bangsar,5800000.0,5+1,6.0,4.0,Bungalow,6600.0,Partly Furnished,Land area
721,Mont Kiara,1690000.0,3+1,4.0,2.0,Condominium (Intermediate),2020.0,Partly Furnished,Built-up
722,KL Sentral,1380000.0,3,2.0,1.0,Condominium,1500.0,Fully Furnished,Built-up
724,Bangsar,1550000.0,3,2.0,2.0,Townhouse (Intermediate),2400.0,Fully Furnished,Built-up
725,KLCC,1900000.0,1+1,2.0,1.0,Serviced Residence (Intermediate),1076.0,Fully Furnished,Built-up
726,Bangsar,2900000.0,4+1,3.0,4.0,2-sty Terrace/Link House (EndLot),3254.0,Partly Furnished,Land area
727,Mont Kiara,2890000.0,4+1,6.0,3.0,Condominium (Corner),3478.0,Fully Furnished,Built-up
728,Mont Kiara,600000.0,1,1.0,1.0,Serviced Residence (Intermediate),633.0,Fully Furnished,Built-up
729,KLCC,2270000.0,1+1,2.0,1.0,Serviced Residence,1087.0,Fully Furnished,Built-up
730,Setapak,418000.0,2,2.0,2.0,Serviced Residence (Corner),900.0,Partly Furnished,Built-up
731,Cheras,318000.0,2,2.0,1.0,Condominium (Intermediate),970.0,Fully Furnished,Built-up
733,KLCC,1000000.0,1,1.0,1.0,Condominium,657.0,Partly Furnished,Built-up
737,Sri Petaling,2400000.0,5,5.0,6.0,Semi-detached House (Intermediate),4000.0,Partly Furnished,Land area
738,KL Eco City,780000.0,1,1.0,1.0,Condominium,657.0,Partly Furnished,Built-up
739,Kuchai Lama,700000.0,3+1,3.0,2.0,Condominium (Intermediate),1496.0,Partly Furnished,Built-up
740,Bukit Jalil,1068000.0,4+1,3.0,4.0,Condominium (Corner),1772.0,Partly Furnished,Built-up
743,KLCC,1420000.0,2,2.0,1.0,Condominium (Intermediate),976.0,Partly Furnished,Built-up
744,Mont Kiara,2330000.0,4+1,5.0,3.0,Condominium (Corner),2702.0,Partly Furnished,Built-up
746,Mont Kiara,1780000.0,3+1,4.0,2.0,Condominium (Corner),2073.0,Partly Furnished,Built-up
747,KLCC,1050000.0,1,1.0,1.0,Condominium (Intermediate),751.0,Fully Furnished,Built-up
749,Cheras,530000.0,3+1,2.0,1.0,Condominium (Intermediate),1394.0,Unfurnished,Built-up
751,KLCC,1637500.0,2,2.0,1.0,Condominium,976.0,Fully Furnished,Built-up
753,Jalan Klang Lama (Old Klang Road),669000.0,3+1,2.0,2.0,Serviced Residence (Intermediate),1094.0,Unfurnished,Built-up
755,Jalan Klang Lama (Old Klang Road),1438000.0,3+1,4.0,4.0,Condominium (Intermediate),2378.0,Unfurnished,Built-up
